08-07 12:30:00.364: D/AndroidImage_NV21(7623): colours are 66 73 8
08-07 12:30:00.424: D/AndroidImage_NV21(7623): colours are 66 73 24
08-07 12:30:00.494: D/AndroidImage_NV21(7623): colours are 66 8 8
08-07 12:30:00.604: D/AndroidImage_NV21(7623): colours are 57 235 8
08-07 12:30:00.665: D/AndroidImage_NV21(7623): colours are 66 40 8
08-07 12:30:00.705: D/AndroidImage_NV21(7623): colours are 66 73 16
08-07 12:30:00.815: D/AndroidImage_NV21(7623): colours are 66 40 16
08-07 12:30:00.875: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:00.905: D/AndroidImage_NV21(7623): colours are 66 40 8
08-07 12:30:00.985: D/AndroidImage_NV21(7623): colours are 66 40 16
08-07 12:30:01.065: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:01.125: D/AndroidImage_NV21(7623): colours are 66 73 8
08-07 12:30:01.205: D/AndroidImage_NV21(7623): colours are 57 235 0
08-07 12:30:01.235: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:01.345: D/AndroidImage_NV21(7623): colours are 57 235 16
08-07 12:30:01.365: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:01.425: D/AndroidImage_NV21(7623): colours are 57 235 16
08-07 12:30:01.495: D/AndroidImage_NV21(7623): colours are 66 73 8
08-07 12:30:01.555: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:01.635: D/AndroidImage_NV21(7623): colours are 66 40 8
08-07 12:30:01.655: D/AndroidImage_NV21(7623): colours are 66 73 8
08-07 12:30:01.716: D/AndroidImage_NV21(7623): colours are 57 235 0
08-07 12:30:01.776: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:01.856: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:01.926: D/AndroidImage_NV21(7623): colours are 57 231 255
08-07 12:30:02.036: D/AndroidImage_NV21(7623): colours are 66 4 247
08-07 12:30:02.096: D/AndroidImage_NV21(7623): colours are 66 36 255
08-07 12:30:02.116: D/AndroidImage_NV21(7623): colours are 57 203 0
08-07 12:30:02.206: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:02.266: D/AndroidImage_NV21(7623): colours are 66 73 8
08-07 12:30:02.336: D/AndroidImage_NV21(7623): colours are 57 235 0
08-07 12:30:02.356: D/AndroidImage_NV21(7623): colours are 66 4 255
08-07 12:30:02.446: D/AndroidImage_NV21(7623): colours are 66 40 8
08-07 12:30:02.526: D/AndroidImage_NV21(7623): colours are 57 231 255
08-07 12:30:02.546: D/AndroidImage_NV21(7623): colours are 66 8 8
08-07 12:30:02.636: D/AndroidImage_NV21(7623): colours are 57 231 255
08-07 12:30:02.656: D/AndroidImage_NV21(7623): colours are 66 8 8
08-07 12:30:02.717: D/AndroidImage_NV21(7623): colours are 57 231 255
08-07 12:30:02.797: D/AndroidImage_NV21(7623): colours are 57 166 255
08-07 12:30:02.827: D/AndroidImage_NV21(7623): colours are 57 166 247
08-07 12:30:02.927: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:02.957: D/AndroidImage_NV21(7623): colours are 66 4 247
08-07 12:30:03.067: D/AndroidImage_NV21(7623): colours are 66 40 0
08-07 12:30:03.137: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:03.197: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:03.267: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:03.317: D/AndroidImage_NV21(7623): colours are 66 4 255
08-07 12:30:03.377: D/AndroidImage_NV21(7623): colours are 57 203 0
08-07 12:30:03.397: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:03.457: D/AndroidImage_NV21(7623): colours are 66 40 8
08-07 12:30:03.527: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:03.587: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:03.647: D/AndroidImage_NV21(7623): colours are 57 231 255
08-07 12:30:03.697: D/AndroidImage_NV21(7623): colours are 66 73 0
08-07 12:30:03.758: D/AndroidImage_NV21(7623): colours are 66 40 0
08-07 12:30:03.868: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:03.938: D/AndroidImage_NV21(7623): colours are 57 235 0
08-07 12:30:03.988: D/AndroidImage_NV21(7623): colours are 57 235 0
08-07 12:30:04.008: D/AndroidImage_NV21(7623): colours are 66 40 8
08-07 12:30:04.088: D/AndroidImage_NV21(7623): colours are 57 203 0
08-07 12:30:04.158: D/AndroidImage_NV21(7623): colours are 57 199 247
08-07 12:30:04.228: D/AndroidImage_NV21(7623): colours are 57 235 0
08-07 12:30:04.288: D/AndroidImage_NV21(7623): colours are 66 4 255
08-07 12:30:04.368: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:04.428: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:04.498: D/AndroidImage_NV21(7623): colours are 57 166 247
08-07 12:30:04.558: D/AndroidImage_NV21(7623): colours are 57 138 0
08-07 12:30:04.628: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:04.698: D/AndroidImage_NV21(7623): colours are 66 8 8
08-07 12:30:04.809: D/AndroidImage_NV21(7623): colours are 66 8 8
08-07 12:30:04.839: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:04.889: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:04.949: D/AndroidImage_NV21(7623): colours are 57 235 0
08-07 12:30:05.029: D/AndroidImage_NV21(7623): colours are 57 235 0
08-07 12:30:05.049: D/AndroidImage_NV21(7623): colours are 57 101 255
08-07 12:30:05.119: D/AndroidImage_NV21(7623): colours are 57 231 255
08-07 12:30:05.179: D/AndroidImage_NV21(7623): colours are 57 166 247
08-07 12:30:05.199: D/AndroidImage_NV21(7623): colours are 57 231 255
08-07 12:30:05.259: D/AndroidImage_NV21(7623): colours are 57 231 255
08-07 12:30:05.309: D/AndroidImage_NV21(7623): colours are 57 231 255
08-07 12:30:05.409: D/AndroidImage_NV21(7623): colours are 57 231 255
08-07 12:30:05.489: D/AndroidImage_NV21(7623): colours are 66 8 0
08-07 12:30:05.589: D/AndroidImage_NV21(7623): colours are 66 4 255
08-07 12:30:05.719: D/AndroidImage_NV21(7623): colours are 66 4 247
